,Ingredient,Similar Ingredient,Word2Vec Value
816,샐러리,고춧가루,0.9689116477966309
817,샐러리,고추장,0.9687846899032593
818,샐러리,양파,0.9683995246887207
819,샐러리,당근,0.9676730632781982
820,바질,소금,0.9205402135848999
821,바질,후춧가루,0.9171302318572998
822,바질,설탕,0.9161727428436279
823,바질,홍고추,0.9156320095062256
824,바질,다진마늘,0.9153060913085938
825,바질,참기름,0.9151052236557007
826,바질,식용유,0.9149202704429626
827,바질,청고추,0.9143444299697876
828,바질,당근,0.9137073755264282
829,바질,새우,0.9134494662284851
830,화이트와인,후춧가루,0.932000458240509
831,화이트와인,다진마늘,0.9318366050720215
832,화이트와인,설탕,0.9304903149604797
833,화이트와인,홍고추,0.9291367530822754
834,화이트와인,소금,0.9283938407897949
835,화이트와인,청고추,0.9275519251823425
836,화이트와인,고추장,0.9270709753036499
837,화이트와인,참기름,0.9262081384658813
838,화이트와인,고춧가루,0.9251906275749207
839,화이트와인,표고버섯,0.9245080351829529
840,계란노른자,다진마늘,0.9101166725158691
841,계란노른자,소금,0.9074640274047852
842,계란노른자,후춧가루,0.9071950316429138
843,계란노른자,물,0.9057226777076721
844,계란노른자,식용유,0.9048869609832764
845,계란노른자,식초,0.9030966758728027
846,계란노른자,설탕,0.902658998966217
847,계란노른자,홍고추,0.9012517929077148
848,계란노른자,청고추,0.9011807441711426
849,계란노른자,참기름,0.9011005759239197
850,꼬치,양파,0.6835955381393433
851,꼬치,당근,0.6796290874481201
852,꼬치,고추장,0.6788392066955566
853,꼬치,올리브유,0.6772434711456299
854,꼬치,김치,0.6753889322280884
855,꼬치,후춧가루,0.6749626398086548
856,꼬치,배,0.6733397841453552
857,꼬치,표고버섯,0.6705396175384521
858,꼬치,간장,0.6704607009887695
859,꼬치,오이,0.6704152226448059
860,느타리버섯,소금,0.9689834117889404
861,느타리버섯,다진마늘,0.9678566455841064
862,느타리버섯,참기름,0.9665970802307129
863,느타리버섯,홍고추,0.9661877751350403
864,느타리버섯,대파,0.9651127457618713
865,느타리버섯,다진파,0.9647402763366699
866,느타리버섯,후춧가루,0.9645667672157288
867,느타리버섯,고춧가루,0.9635704755783081
868,느타리버섯,청고추,0.9631909728050232
869,느타리버섯,설탕,0.9624225497245789
870,꿀,설탕,0.9529803991317749
871,꿀,소금,0.9509929418563843
872,꿀,참기름,0.9489454627037048
873,꿀,홍고추,0.9471835494041443
874,꿀,다진마늘,0.9471138715744019
875,꿀,표고버섯,0.9466454982757568
876,꿀,후춧가루,0.9462890028953552
877,꿀,식용유,0.9453912973403931
878,꿀,대파,0.9449598789215088
879,꿀,청고추,0.9445124268531799
880,생강즙,소금,0.9671398401260376
881,생강즙,다진마늘,0.9643500447273254
882,생강즙,참기름,0.9629405736923218
883,생강즙,설탕,0.9624346494674683
884,생강즙,후춧가루,0.961347222328186
885,생강즙,홍고추,0.9589926600456238
886,생강즙,고춧가루,0.9587033987045288
887,생강즙,무,0.9576327204704285
888,생강즙,대파,0.9575282335281372
889,생강즙,표고버섯,0.9570375680923462
890,피망,소금,0.9803152084350586
891,피망,설탕,0.9776455163955688
892,피망,청고추,0.9767462611198425
893,피망,참기름,0.9766321182250977
894,피망,다진마늘,0.9758740067481995
895,피망,홍고추,0.9755939841270447
896,피망,후춧가루,0.9753466844558716
897,피망,대파,0.9744037389755249
898,피망,표고버섯,0.9718669652938843
899,피망,고춧가루,0.9717510938644409
900,토마토케첩,소금,0.9682117104530334
901,토마토케첩,설탕,0.9659221172332764
902,토마토케첩,참기름,0.9658104181289673
903,토마토케첩,후춧가루,0.9656529426574707
904,토마토케첩,다진마늘,0.965493381023407
905,토마토케첩,홍고추,0.9630683660507202
906,토마토케첩,고추장,0.9626585841178894
907,토마토케첩,다진파,0.9621893167495728
908,토마토케첩,대파,0.9615579843521118
909,토마토케첩,청고추,0.9613910913467407
910,생강,소금,0.9637787342071533
911,생강,다진마늘,0.9618748426437378
912,생강,설탕,0.9605103135108948
913,생강,청고추,0.9582212567329407
914,생강,참기름,0.9581829905509949
915,생강,고추장,0.9576535820960999
916,생강,고춧가루,0.9568358659744263
917,생강,후춧가루,0.9568173885345459
918,생강,표고버섯,0.9562850594520569
919,생강,밥,0.9562047719955444
920,파프리카,소금,0.9586383700370789
921,파프리카,참기름,0.9556760191917419
922,파프리카,다진마늘,0.9544155597686768
923,파프리카,홍고추,0.9539904594421387
924,파프리카,설탕,0.9536596536636353
925,파프리카,청고추,0.9527745246887207
926,파프리카,식용유,0.9524173736572266
927,파프리카,후춧가루,0.952004611492157
928,파프리카,대파,0.951482355594635
929,파프리카,간장,0.9514575600624084
930,실고추,소금,0.8838578462600708
931,실고추,후춧가루,0.8811366558074951
932,실고추,당근,0.8803091049194336
933,실고추,다진파,0.8779703974723816
934,실고추,식용유,0.8779119849205017
935,실고추,참기름,0.877440869808197
936,실고추,홍고추,0.8769846558570862
937,실고추,설탕,0.8768659830093384
938,실고추,고춧가루,0.8756404519081116
939,실고추,다진마늘,0.8747885227203369
940,토마토,소금,0.9646174311637878
941,토마토,다진마늘,0.963692307472229
942,토마토,고추장,0.962120532989502
943,토마토,후춧가루,0.9611073732376099
944,토마토,참기름,0.9603321552276611
945,토마토,홍고추,0.9597342014312744
946,토마토,대파,0.959520161151886
947,토마토,고춧가루,0.9593088626861572
948,토마토,간장,0.9586117267608643
949,토마토,설탕,0.958403468132019
950,다진양파,소금,0.8371935486793518
951,다진양파,다진파,0.8363007307052612
952,다진양파,참기름,0.8337877988815308
953,다진양파,대파,0.8332020044326782
954,다진양파,미나리,0.8321080207824707
955,다진양파,후춧가루,0.831889808177948
956,다진양파,다진마늘,0.8315500020980835
957,다진양파,양파,0.8312474489212036
958,다진양파,무,0.8307340741157532
959,다진양파,식용유,0.8305859565734863
960,닭,소금,0.9565813541412354
961,닭,후춧가루,0.9550024271011353
962,닭,다진마늘,0.9545038342475891
963,닭,설탕,0.9539302587509155
964,닭,참기름,0.9536491632461548
965,닭,홍고추,0.952535092830658
966,닭,청고추,0.9520291686058044
967,닭,새우,0.9502226114273071
968,닭,고추장,0.9500256180763245
969,닭,대파,0.9489092230796814
970,고추,김치,0.7629782557487488
971,고추,물,0.7620073556900024
972,고추,고춧가루,0.7603515386581421
973,고추,후춧가루,0.7599220871925354
974,고추,소금,0.7559266090393066
975,고추,양파,0.75529944896698
976,고추,다진마늘,0.7539105415344238
977,고추,밀가루,0.7538588047027588
978,고추,피망,0.753838062286377
979,고추,홍고추,0.7530341148376465
980,파슬리가루,설탕,0.8896740674972534
981,파슬리가루,소금,0.8892346620559692
982,파슬리가루,다진마늘,0.8890396356582642
983,파슬리가루,후춧가루,0.8877303600311279
984,파슬리가루,표고버섯,0.8874311447143555
985,파슬리가루,청고추,0.8867771625518799
986,파슬리가루,고춧가루,0.8851649761199951
987,파슬리가루,대파,0.8850455284118652
988,파슬리가루,무,0.8848029375076294
989,파슬리가루,홍고추,0.8847177028656006
990,양배추,소금,0.9603530168533325
991,양배추,후춧가루,0.9587439894676208
992,양배추,다진마늘,0.9583884477615356
993,양배추,설탕,0.9569127559661865
994,양배추,참기름,0.9554741382598877
995,양배추,미나리,0.9551137685775757
996,양배추,무,0.9546418786048889
997,양배추,홍고추,0.9545010328292847
998,양배추,고춧가루,0.9544489979743958
999,양배추,고추장,0.9542457461357117
1000,밤,소금,0.969511091709137
1001,밤,설탕,0.9672433137893677
1002,밤,다진마늘,0.9666475057601929
1003,밤,후춧가루,0.9659856557846069
1004,밤,참기름,0.9639859199523926
1005,밤,청고추,0.9628332853317261
1006,밤,홍고추,0.9624156355857849
1007,밤,대파,0.9616142511367798
1008,밤,표고버섯,0.960567831993103
1009,밤,무,0.9599396586418152
1010,목이버섯,쑥갓,0.7670562267303467
1011,목이버섯,다진마늘,0.766548752784729
1012,목이버섯,소금,0.7639518976211548
1013,목이버섯,새우,0.7638625502586365
1014,목이버섯,된장,0.7633854150772095
1015,목이버섯,간장,0.7620292901992798
1016,목이버섯,참기름,0.7615972757339478
1017,목이버섯,피망,0.7610605955123901
1018,목이버섯,양파,0.7589022517204285
1019,목이버섯,가지,0.758415937423706
1020,월계수잎,고춧가루,0.7803657650947571
1021,월계수잎,참기름,0.7787551879882812
1022,월계수잎,다진파,0.7771180868148804
1023,월계수잎,청고추,0.7769426703453064
1024,월계수잎,다진마늘,0.7757887840270996
1025,월계수잎,고추장,0.7756932973861694
1026,월계수잎,설탕,0.7747125029563904
1027,월계수잎,소금,0.7746195197105408
1028,월계수잎,배,0.7743397951126099
1029,월계수잎,홍고추,0.7736934423446655
1030,통깨,소금,0.975290060043335
1031,통깨,다진마늘,0.9729488492012024
1032,통깨,참기름,0.9725409746170044
1033,통깨,설탕,0.9723040461540222
1034,통깨,청고추,0.9711514711380005
1035,통깨,후춧가루,0.9701710939407349
1036,통깨,홍고추,0.97013258934021
1037,통깨,고추장,0.9685066938400269
1038,통깨,새우,0.9683037996292114
1039,통깨,표고버섯,0.9678061008453369
1040,돼기고기,밀가루,0.731776237487793
1041,돼기고기,청주,0.7277650833129883
1042,돼기고기,당근,0.7268589735031128
1043,돼기고기,간장,0.7238494157791138
1044,돼기고기,소금,0.7236336469650269
1045,돼기고기,고춧가루,0.722665548324585
1046,돼기고기,무,0.7219643592834473
1047,돼기고기,식용유,0.7215555906295776
1048,돼기고기,고추장,0.7210280895233154
1049,돼기고기,후춧가루,0.7205352783203125
1050,버터,소금,0.9642252326011658
1051,버터,참기름,0.9628125429153442
1052,버터,설탕,0.9620640873908997
1053,버터,대파,0.9612522721290588
1054,버터,후춧가루,0.9609309434890747
1055,버터,다진마늘,0.9602965116500854
1056,버터,고춧가루,0.95794278383255
1057,버터,홍고추,0.9564052820205688
1058,버터,다진파,0.9561108946800232
1059,버터,식용유,0.955581784248352
1060,빵가루,참기름,0.8539156913757324
1061,빵가루,소금,0.8537503480911255
1062,빵가루,식용유,0.852940022945404
1063,빵가루,다진파,0.8522478938102722
1064,빵가루,고추장,0.8477637767791748
1065,빵가루,계란,0.8459197878837585
1066,빵가루,당근,0.8458916544914246
1067,빵가루,후춧가루,0.8458006978034973
1068,빵가루,설탕,0.8449313044548035
1069,빵가루,홍고추,0.8448517322540283
1070,은행,설탕,0.8544127941131592
1071,은행,양파,0.8533434867858887
1072,은행,후춧가루,0.8522800207138062
1073,은행,소금,0.851314902305603
1074,은행,다진마늘,0.8507953882217407
1075,은행,홍고추,0.8497974276542664
1076,은행,식용유,0.8492127060890198
1077,은행,무,0.8492121696472168
1078,은행,청고추,0.8490120768547058
1079,은행,참기름,0.8489856123924255
1080,갓,물,0.9179559350013733
1081,갓,소금,0.9175307750701904
1082,갓,후춧가루,0.9164307713508606
1083,갓,다진마늘,0.9149819612503052
1084,갓,참기름,0.9148634076118469
1085,갓,대파,0.9144629836082458
1086,갓,새우,0.914408802986145
1087,갓,다진파,0.9142810106277466
1088,갓,설탕,0.9137378334999084
1089,갓,청고추,0.912056565284729
1090,새우젓,다진마늘,0.8882226943969727
1091,새우젓,소금,0.8835955262184143
1092,새우젓,대파,0.8833819031715393
1093,새우젓,오이,0.8831425905227661
1094,새우젓,참기름,0.8827342987060547
1095,새우젓,식용유,0.8824781179428101
1096,새우젓,청고추,0.8817629814147949
1097,새우젓,후춧가루,0.8812825679779053
1098,새우젓,다진파,0.8805711269378662
1099,새우젓,식초,0.8799236416816711
1100,굴,소금,0.9521574378013611
1101,굴,설탕,0.9517794847488403
1102,굴,다진마늘,0.951539158821106
1103,굴,후춧가루,0.9497366547584534
1104,굴,참기름,0.9495213031768799
1105,굴,청고추,0.9480247497558594
1106,굴,고춧가루,0.9460652470588684
1107,굴,식용유,0.9456096887588501
1108,굴,대파,0.9456019997596741
1109,굴,홍고추,0.9438388347625732
1110,된장,소금,0.9572732448577881
1111,된장,참기름,0.9528600573539734
1112,된장,후춧가루,0.9524016380310059
1113,된장,다진마늘,0.9522769451141357
1114,된장,고춧가루,0.9522605538368225
1115,된장,홍고추,0.952217161655426
1116,된장,청고추,0.9510080814361572
1117,된장,설탕,0.9507681131362915
1118,된장,대파,0.9501619338989258
1119,된장,양파,0.9488092660903931
1120,배추,소금,0.9470712542533875
1121,배추,청고추,0.9419809579849243
1122,배추,다진마늘,0.9415102601051331
1123,배추,후춧가루,0.9408049583435059
1124,배추,참기름,0.940489649772644
1125,배추,다진파,0.9402768015861511
1126,배추,설탕,0.9394440650939941
1127,배추,홍고추,0.939226508140564
1128,배추,고춧가루,0.9391776323318481
1129,배추,새우,0.9387309551239014
1130,파슬리,홍고추,0.8416834473609924
1131,파슬리,대파,0.8408864736557007
1132,파슬리,식용유,0.8397976160049438
1133,파슬리,표고버섯,0.8376350402832031
1134,파슬리,소금,0.8374212980270386
1135,파슬리,간장,0.8365546464920044
1136,파슬리,참기름,0.8361210823059082
1137,파슬리,새우,0.835367739200592
1138,파슬리,다진마늘,0.8337904214859009
1139,파슬리,다진파,0.8336768746376038
1140,배추김치,양파,0.8893587589263916
1141,배추김치,소금,0.8878396153450012
1142,배추김치,표고버섯,0.8874937295913696
1143,배추김치,당근,0.8865485787391663
1144,배추김치,청고추,0.8865108489990234
1145,배추김치,미나리,0.8863769769668579
1146,배추김치,고춧가루,0.8860962390899658
1147,배추김치,설탕,0.8859614133834839
1148,배추김치,후춧가루,0.8850655555725098
1149,배추김치,다진마늘,0.885035514831543
1150,바지락,소금,0.9404746890068054
1151,바지락,참기름,0.9397428631782532
1152,바지락,후춧가루,0.9388011693954468
1153,바지락,홍고추,0.9383856654167175
1154,바지락,설탕,0.9374250173568726
1155,바지락,다진파,0.9368153810501099
1156,바지락,다진마늘,0.9361093640327454
1157,바지락,청고추,0.935130774974823
1158,바지락,대파,0.9350864291191101
1159,바지락,식용유,0.9346914291381836
1160,가래떡,다진마늘,0.9251338243484497
1161,가래떡,설탕,0.924868106842041
1162,가래떡,소금,0.9232213497161865
1163,가래떡,홍고추,0.9213495254516602
1164,가래떡,후춧가루,0.9212538003921509
1165,가래떡,대파,0.9207752346992493
1166,가래떡,참기름,0.9203405976295471
1167,가래떡,청고추,0.9180725812911987
1168,가래떡,물,0.9178524017333984
1169,가래떡,고춧가루,0.917588472366333
1170,배춧잎,무,0.7236748933792114
1171,배춧잎,밀가루,0.7235702276229858
1172,배춧잎,식용유,0.723462700843811
1173,배춧잎,설탕,0.7221488952636719
1174,배춧잎,청고추,0.7218774557113647
1175,배춧잎,소금,0.7207598090171814
1176,배춧잎,양파,0.720596432685852
1177,배춧잎,다진파,0.7204136252403259
1178,배춧잎,후춧가루,0.720213770866394
1179,배춧잎,고추장,0.7196011543273926
1180,단무지,다진파,0.732694149017334
1181,단무지,청고추,0.7302161455154419
1182,단무지,참기름,0.729468584060669
1183,단무지,소금,0.725525975227356
1184,단무지,다진마늘,0.7228527069091797
1185,단무지,밥,0.7222030758857727
1186,단무지,무,0.7220678329467773
1187,단무지,피망,0.721200704574585
1188,단무지,맛술,0.7201880216598511
1189,단무지,고추장,0.7201199531555176
1190,게맛살,참기름,0.906704306602478
1191,게맛살,설탕,0.9057952761650085
1192,게맛살,소금,0.9053838849067688
1193,게맛살,새우,0.9047132134437561
1194,게맛살,물,0.9031744003295898
1195,게맛살,고춧가루,0.9031097888946533
1196,게맛살,다진마늘,0.9030032753944397
1197,게맛살,고추장,0.9029388427734375
1198,게맛살,후춧가루,0.9029268622398376
1199,게맛살,미나리,0.9025535583496094
1200,술,육수,0.6300809979438782
1201,술,설탕,0.6281582117080688
1202,술,다진마늘,0.6264723539352417
1203,술,피망,0.6260033845901489
1204,술,양송이버섯,0.625669538974762
1205,술,오이,0.6246885061264038
1206,술,새우,0.6241558194160461
1207,술,대파,0.6228054761886597
1208,술,간장,0.6218858957290649
1209,술,후춧가루,0.6215624809265137
1210,쑥갓,소금,0.9658623337745667
1211,쑥갓,다진마늘,0.9653722047805786
1212,쑥갓,참기름,0.9650447964668274
1213,쑥갓,후춧가루,0.9637283086776733
1214,쑥갓,청고추,0.9617354273796082
1215,쑥갓,설탕,0.9604456424713135
1216,쑥갓,미나리,0.95903080701828
1217,쑥갓,고추장,0.9588449001312256
1218,쑥갓,홍고추,0.9581428170204163
1219,쑥갓,무,0.9578162431716919
1220,팽이버섯,소금,0.9696676731109619
1221,팽이버섯,후춧가루,0.965624213218689
1222,팽이버섯,다진마늘,0.9652429819107056
1223,팽이버섯,대파,0.9648950099945068
1224,팽이버섯,설탕,0.9642334580421448
1225,팽이버섯,참기름,0.9641118049621582
1226,팽이버섯,청고추,0.9635928273200989
1227,팽이버섯,양파,0.9630492329597473
1228,팽이버섯,홍고추,0.9621797800064087
1229,팽이버섯,고추장,0.9606231451034546
1230,어묵,물,0.7760796546936035
1231,어묵,가지,0.7758633494377136
1232,어묵,양파,0.7706035375595093
1233,어묵,소금,0.7704247236251831
1234,어묵,참기름,0.7691752910614014
1235,어묵,계란,0.7691450119018555
1236,어묵,후춧가루,0.7683571577072144
1237,어묵,오이,0.7670654058456421
1238,어묵,간장,0.7669010162353516
1239,어묵,식초,0.7666428089141846
1240,낙지,대파,0.9485700726509094
1241,낙지,소금,0.9473140239715576
1242,낙지,다진마늘,0.9441684484481812
1243,낙지,참기름,0.9440922141075134
1244,낙지,청고추,0.9437098503112793
1245,낙지,양파,0.9433555006980896
1246,낙지,무,0.9433361291885376
1247,낙지,후춧가루,0.9426841735839844
1248,낙지,설탕,0.9414488077163696
1249,낙지,고춧가루,0.9403648376464844
1250,김,소금,0.9626123309135437
1251,김,다진마늘,0.9601942896842957
1252,김,물,0.9594934582710266
1253,김,참기름,0.959072470664978
1254,김,설탕,0.9586161971092224
1255,김,홍고추,0.9565930366516113
1256,김,후춧가루,0.9562631249427795
1257,김,대파,0.956169843673706
1258,김,무,0.9560211300849915
1259,김,청고추,0.9557911157608032
1260,후추,소금,0.9673118591308594
1261,후추,다진마늘,0.961771547794342
1262,후추,홍고추,0.9611872434616089
1263,후추,후춧가루,0.9610108137130737
1264,후추,무,0.9606838822364807
1265,후추,설탕,0.9601088762283325
1266,후추,참기름,0.9600958824157715
1267,후추,대파,0.9592542052268982
1268,후추,고춧가루,0.9586370587348938
1269,후추,청고추,0.9576288461685181
1270,말린표고버섯,양파,0.7561412453651428
1271,말린표고버섯,간장,0.7555458545684814
1272,말린표고버섯,청주,0.754995584487915
1273,말린표고버섯,소금,0.7530041933059692
1274,말린표고버섯,청고추,0.7528053522109985
1275,말린표고버섯,다진마늘,0.7519930601119995
1276,말린표고버섯,대파,0.7519921064376831
1277,말린표고버섯,두부,0.7514230608940125
1278,말린표고버섯,물,0.7513960003852844
1279,말린표고버섯,미나리,0.7510653734207153
1280,참치,대파,0.8362941741943359
1281,참치,홍고추,0.8317553997039795
1282,참치,소금,0.8314031362533569
1283,참치,미나리,0.8307667970657349
1284,참치,다진마늘,0.8306964039802551
1285,참치,참기름,0.8300858736038208
1286,참치,설탕,0.8298216462135315
1287,참치,양파,0.8283633589744568
1288,참치,후춧가루,0.8282639980316162
1289,참치,식초,0.8265424966812134
1290,꽁치,두부,0.6153979301452637
1291,꽁치,마늘,0.6121830940246582
1292,꽁치,대추,0.6118456125259399
1293,꽁치,홍고추,0.6107203960418701
1294,꽁치,쑥갓,0.6080144643783569
1295,꽁치,느타리버섯,0.6078442335128784
1296,꽁치,청고추,0.6077440977096558
1297,꽁치,식초,0.6076460480690002
1298,꽁치,설탕,0.607441782951355
1299,꽁치,후춧가루,0.6065406799316406
1300,햄,소금,0.9487514495849609
1301,햄,설탕,0.9478423595428467
1302,햄,후춧가루,0.9461636543273926
1303,햄,다진마늘,0.9439118504524231
1304,햄,참기름,0.9437083005905151
1305,햄,계란,0.9426594972610474
1306,햄,대파,0.9425495862960815
1307,햄,미나리,0.9421712160110474
1308,햄,다진파,0.9418957233428955
1309,햄,고추장,0.9417968988418579
1310,치커리,설탕,0.8984800577163696
1311,치커리,소금,0.8940795660018921
1312,치커리,다진마늘,0.891494870185852
1313,치커리,홍고추,0.8903714418411255
1314,치커리,청고추,0.889801561832428
1315,치커리,참기름,0.8897032737731934
1316,치커리,실파,0.8894609212875366
1317,치커리,후춧가루,0.8892356157302856
1318,치커리,대파,0.8891275525093079
1319,치커리,간장,0.8889403343200684
1320,맛술,소금,0.9686461687088013
1321,맛술,참기름,0.9663486480712891
1322,맛술,다진마늘,0.9660525321960449
1323,맛술,설탕,0.9658259153366089
1324,맛술,후춧가루,0.965296745300293
1325,맛술,홍고추,0.9644765853881836
1326,맛술,청고추,0.9628919363021851
1327,맛술,대파,0.9625190496444702
1328,맛술,다진파,0.961616039276123
1329,맛술,미나리,0.9604218602180481
1330,다시물,소금,0.9117438793182373
1331,다시물,양파,0.9074248671531677
1332,다시물,설탕,0.9070041179656982
1333,다시물,청고추,0.9068589210510254
